R_PRODUCTO;C_AGREGADO;VALOR;VALOR_C
48;F3;0;0
48;F4;824800000;884823347.8
48;F5;-54000000;-55727838.95
48;F6;482700000;514391753.57
48;F7;673700000;710680074.29
49;F1;7500000;7833109.1149
49;F2;0;0
49;F3;0;0
49;F4;2143200000;2312169633.5
49;F5;814800000;794002096.54
49;F6;4990400000;5348119801.9
49;F7;1834900000;1946565686.1
50;F1;1503300000;1587681728.3
50;F2;0;0
50;F3;80200000;82073035.672
50;F4;139600000;152295575.81
50;F5;22500000;22171650.466
50;F6;414400000;449086906.43
50;F7;102000000;109421259.87
51;F1;6612000000;6954041766.6
51;F2;0;0
51;F3;0;0
51;F4;162400000;176430861.37
51;F5;-189200000;-192805299.2
51;F6;1246200000;1344884702.5
51;F7;700300000;748121827.44
52;F1;9015500000;9543681177.5
52;F2;3900000;3922523.3604
52;F3;146800000;150577644.8
52;F4;866100000;947061589.67
52;F5;2270500000;2242566483.4
52;F6;2231000000;2423363330.8
52;F7;1005800000;1081487454.7
53;F1;306900000;318116817.98
53;F2;1000000;984837.47969
53;F3;0;0
53;F4;8461700000;9060067739.4
53;F5;0;0
53;F6;260100000;276645079.67
53;F7;240200000;252898640.17
54;F1;14171700000;14669951201
54;F2;0;0
54;F3;0;0
54;F4;0;0
54;F5;-335900000;-347780773.4
54;F6;364300000;386953471.42
54;F7;274600000;288729395.58
55;F1;5847100000;5992943455.8
55;F2;0;0
55;F3;0;0
55;F4;0;0
55;F5;145300000;138951419.86
55;F6;18300000;19246138.436
55;F7;16800000;17490116.015
56;F1;3465000000;3573441405.8
56;F2;7700000;7544821.6546
56;F3;503000000;502643129.86
56;F4;0;0
56;F5;200000;192446.99671
56;F6;5700000;6031858.4164
56;F7;5200000;5447164.8638
57;F1;3225900000;3346412120.5
57;F2;9700000;9560378.4683
57;F3;3406000000;3423588092.8
57;F4;51000000;54649070.52
57;F5;21100000;20422490.151
57;F6;608400000;647605586.27
57;F7;743600000;783522829.4
58;F1;0;0
58;F2;9200000;9728557.0123
58;F3;214000000;230785164.16
58;F4;29481100000;33893275187
58;F5;0;0
58;F6;71500000;81655355.311
58;F7;136600000;154425929.25
59;F1;0;0
59;F2;9200000;9518084.1155
59;F3;118000000;124502258.95
59;F4;9816300000;11041263810
59;F5;0;0
59;F6;11900000;13296174.393
59;F7;22700000;25107096.477
60;F1;0;0
60;F2;0;0
60;F3;1550000000;1466869000.7
60;F4;13517300000;13637203624
60;F5;0;0
60;F6;155200000;155537769.57
60;F7;296600000;294243033.67
61;F1;6083300000;6159392126.6
61;F2;1900000;1827793.1565
61;F3;0;0
61;F4;27931000000;29212530824
61;F5;0;0
61;F6;254400000;264306949.96
61;F7;486100000;499928608.55
62;F1;606700000;664449869.32
62;F2;0;0
62;F3;0;0
62;F4;0;0
62;F5;0;0
62;F6;12200000;13710109.171
62;F7;4000000;4449712.652
63;F1;14290400000;15097008060
63;F2;0;0
63;F3;0;0
63;F4;0;0
63;F5;0;0
63;F6;0;0
63;F7;0;0
64;F1;0;0
64;F2;0;0
64;F3;0;0
64;F4;0;0
64;F5;0;0
64;F6;948700000;1085762218.3
64;F7;304100000;344518968.1
65;F1;0;0
65;F2;0;0
65;F3;0;0
65;F4;0;0
65;F5;0;0
65;F6;0;0
65;F7;0;0
66;F1;1814700000;1889808542.4
66;F2;0;0
66;F3;385000000;388491962.05
66;F4;0;0
66;F5;0;0
66;F6;77200000;82494145.017
66;F7;4000000;4231133.3185
67;F1;7485400000;7769230137.7
67;F2;200000;197227.64806
67;F3;954000000;959444124.4
67;F4;0;0
67;F5;0;0
67;F6;5639300000;6005940551.1
67;F7;686600000;723853239.31
68;F1;356000000;375241080.44
68;F2;0;0
68;F3;80000000;81706894.9
68;F4;0;0
68;F5;0;0
68;F6;71900000;77764633.063
68;F7;570300000;610586926.49
69;F1;3162800000;3410308663.2
69;F2;0;0
69;F3;332000000;346871310.75
69;F4;0;0
69;F5;0;0
69;F6;1232500000;1363646314.4
69;F7;1964200000;2151252632
70;F1;300000;312180.61475
70;F2;1500000;1483032.8214
70;F3;0;0
70;F4;0;0
70;F5;0;0
70;F6;0;0
70;F7;0;0
71;F1;2772800000;2881854693.7
71;F2;8200000;8097336.9783
71;F3;5638000000;5677889616.1
71;F4;0;0
71;F5;0;0
71;F6;3227000000;3441480842.8
71;F7;1694000000;1788342467.8
72;F1;98800000;102719153.25
72;F2;0;0
72;F3;0;0
72;F4;0;0
72;F5;0;0
72;F6;95000000;101347011.85
72;F7;49000000;51745705.917
73;F1;10209300000;10943946208
73;F2;16500000;16804931.827
73;F3;11000000;11425599.815
73;F4;0;0
73;F5;0;0
73;F6;4791000000;5269834929.9
73;F7;1576000000;1716002621.5
74;F1;86156000000;92197869989
74;F2;14500000;14742739.416
74;F3;245000000;254044492.51
74;F4;0;0
74;F5;0;0
74;F6;343000000;376636440.88
74;F7;114000000;123915022.88
75;F1;4067000000;4234637529.1
75;F2;9700000;9595964.4582
75;F3;110000000;110979584.47
75;F4;2075000000;2231743355.3
75;F5;25300000;24578779.123
75;F6;819700000;875769591.81
75;F7;580800000;614260271.27
76;F1;1106600000;1166218688.7
76;F2;2900000;2903769.6087
76;F3;0;0
76;F4;1467500000;1597539188.4
76;F5;53900000;52999992.967
76;F6;819200000;885874358.72
76;F7;716200000;766668107.25
77;F1;346500000;363693186.49
77;F2;1000000;997256.21789
77;F3;2018000000;2052397266.1
77;F4;1708400000;1852275440.6
77;F5;0;0
77;F6;155600000;167584703.6
77;F7;176500000;188174333.11
78;F1;14923700000;15667625623
78;F2;0;0
78;F3;682000000;693776187.78
78;F4;0;0
78;F5;0;0
78;F6;810900000;873548118.71
78;F7;944600000;1007298915.8
79;F1;3300000;3504252.5441
79;F2;2900000;2925864.9887
79;F3;367000000;377620759.38
79;F4;18303000000;20076491387
79;F5;-5300000;-5349296.816
79;F6;4550300000;4958089303.4
79;F7;5526100000;5960517218.5
80;F1;11486000000;12219661354
80;F2;0;0
80;F3;65000000;67005747.223
80;F4;0;0
80;F5;0;0
80;F6;1668400000;1821308005.5
80;F7;960900000;1038370405
81;F1;11929000000;11491719068
81;F2;0;0
81;F3;0;0
81;F4;0;0
81;F5;0;0
81;F6;461000000;455695504.46
81;F7;632000000;618417527.39
82;F1;4415400000;5026412153
82;F2;0;0
82;F3;13000000;14339689.095
82;F4;0;0
82;F5;0;0
82;F6;414000000;483594375.92
82;F7;323700000;374295402.51
83;F1;21635000000;23567500931
83;F2;22300000;23080027.568
83;F3;268000000;282878387.01
83;F4;3006500000;3382999403.6
83;F5;0;0
83;F6;154700000;172917840.83
83;F7;114900000;127133619.6
84;F1;90119000000;90512000000
84;F2;0;0
84;F3;0;0
84;F4;0;0
84;F5;0;0
84;F6;0;0
84;F7;0;0
85;F1;2983000000;3079977509.1
85;F2;15500000;15205503.894
85;F3;504000000;504235209.16
85;F4;9747600000;10396234590
85;F5;0;0
85;F6;2127800000;2254332401.9
85;F7;1250500000;1311480198.4
86;F1;688000000;703621455.37
86;F2;28100000;27304346.228
86;F3;236000000;233868095.03
86;F4;2689000000;2840700956.3
86;F5;-451400000;-473056705.8
86;F6;2029500000;2129769229.6
86;F7;5120500000;5319205339.6
87;F1;0;0
87;F2;0;0
87;F3;2177000000;2186620553.6
87;F4;13869000000;14850322502
87;F5;0;0
87;F6;704000000;748810927.48
87;F7;321700000;338720489.39
88;F1;0;0
88;F2;16500000;16842015.456
88;F3;5000000;5204914.9148
88;F4;0;0
88;F5;0;0
88;F6;904600000;997205650.92
88;F7;534900000;583702614.08
89;F1;491700000;536859159.14
89;F2;1900000;1971008.9044
89;F3;106000000;112143566.38
89;F4;0;0
89;F5;0;0
89;F6;387900000;434583061.5
89;F7;359300000;398475042.46
90;F1;857300000;865036179.21
90;F2;1000000;958685.75616
90;F3;3000000;2933128.1793
90;F4;0;0
90;F5;0;0
90;F6;0;0
90;F7;0;0
91;F1;780700000;816267774.1
91;F2;100000;99339.803937
91;F3;0;0
91;F4;0;0
91;F5;0;0
91;F6;111800000;119945271.6
91;F7;37600000;39931908.424
92;F1;460500000;477177517.38
92;F2;1900000;1870590.6815
92;F3;0;0
92;F4;0;0
92;F5;0;0
92;F6;224000000;238172279.95
92;F7;150800000;158721379.77
93;F1;500000;575516.94732
93;F2;4800000;5249333.6394
93;F3;3000000;3345936.5946
93;F4;0;0
93;F5;0;0
93;F6;159100000;187910543.69
93;F7;147000000;171865694.41
94;F1;9289500000;9908426708.2
94;F2;1000000;1013414.6753
94;F3;218000000;225308302.42
94;F4;0;0
94;F5;0;0
94;F6;3433100000;3757436700.2
94;F7;1221000000;1322853577
95;F1;479800000;501080590.98
95;F2;0;0
95;F3;0;0
95;F4;0;0
95;F5;0;0
95;F6;800000;857294.78373
95;F7;800000;848635.26356
96;F1;452800000;478418979.42
96;F2;10600000;10641005.659
96;F3;96000000;98283712.918
96;F4;0;0
96;F5;0;0
96;F6;3800000;4119821.8407
96;F7;3400000;3648922.5802
97;F1;221400000;237397763.29
97;F2;31000000;31581701.681
97;F3;11000000;11428784.163
97;F4;0;0
97;F5;0;0
97;F6;1653500000;1819265410.6
97;F7;1264300000;1376996682.8
98;F1;795900000;820462179.88
98;F2;0;0
98;F3;66463000000;66387809934
98;F4;0;0
98;F5;0;0
98;F6;328000000;346949896.67
98;F7;49000000;51307386.338
99;F1;12276500000;12955005489
99;F2;2094000000;2099493514
99;F3;42719000000;43680987764
99;F4;0;0
99;F5;0;0
99;F6;26000000;28153295.455
99;F7;76100000;81570183.589
100;F1;17155900000;18340256228
100;F2;355000000;360574551.96
100;F3;51137000000;52970671495
100;F4;0;0
100;F5;0;0
100;F6;18000000;19745005.303
100;F7;41000000;44520445.267
101;F1;6882000000;7388448587.5
101;F2;2650000000;2703082420.3
101;F3;12132000000;12620580420
101;F4;0;0
101;F5;0;0
101;F6;0;0
101;F7;0;0
102;F1;1701400000;1866985938.4
102;F2;31900000;33258306.273
102;F3;2020000000;2147802420.8
102;F4;220100000;249481726.43
102;F5;305000000;312271373.75
102;F6;30200000;34004345.361
102;F7;69500000;77464580.427
103;F1;249100000;272557879.64
103;F2;22300000;23182736.785
103;F3;2805000000;2973899032.5
103;F4;0;0
103;F5;0;0
103;F6;294800000;330982742.79
103;F7;97700000;108583372.92
104;F1;9059000000;9816111033.9
104;F2;1000000;1029518.2019
104;F3;0;0
104;F4;0;0
104;F5;0;0
104;F6;0;0
104;F7;0;0
105;F1;9912200000;10772806301
105;F2;619000000;639181609.06
105;F3;3320000000;3496272048.2
105;F4;0;0
105;F5;0;0
105;F6;85800000;95683915.672
105;F7;152600000;168460109.37
106;F1;0;0
106;F2;5801500000;5723500756.1
106;F3;9000000;9055187.9744
106;F4;0;0
106;F5;0;0
106;F6;36900000;39315684.766
106;F7;13900000;14660378.102
107;F1;1674700000;1777877977.4
107;F2;0;0
107;F3;0;0
107;F4;180800000;198265630.68
107;F5;0;0
107;F6;0;0
107;F7;0;0
108;F1;13173100000;14266915334
108;F2;54200000;55771998.705
108;F3;43000000;45125174.093
108;F4;0;0
108;F5;0;0
108;F6;47100000;52342668.444
108;F7;7100000;7810596.3445
