R_PRODUCTO;C_AGREGADO;VALOR;VALOR_C
1;F1;14240300000;15044123305
1;F2;2900000;3106447.9883
1;F3;0;0
1;F4;1835100000;2167143357.8
1;F5;365300000;386313816.21
1;F6;13252400000;14880260394
1;F7;1568900000;1702812849
2;F1;929900000;943477669.21
2;F2;0;0
2;F3;1000000;1030976.5993
2;F4;793000000;899391389.19
2;F5;174300000;177025401.32
2;F6;441900000;476527127.49
2;F7;447300000;466249292.55
3;F1;0;0
3;F2;0;0
3;F3;10000000;10982112.038
3;F4;0;0
3;F5;0;0
3;F6;34500000;39629608.734
3;F7;4100000;4552397.8174
4;F1;379400000;350629080.37
4;F2;0;0
4;F3;71000000;66674901.837
4;F4;58100000;60021507.46
4;F5;255900000;236735678.06
4;F6;177700000;174544546.23
4;F7;3900000;3702875.6091
5;F1;4973200000;5263548692.7
5;F2;0;0
5;F3;0;0
5;F4;0;0
5;F5;33900000;35915774.891
5;F6;603800000;679210010.75
5;F7;82400000;89597077.001
6;F1;52000000;59394638.026
6;F2;0;0
6;F3;0;0
6;F4;0;0
6;F5;-9000000;-7871469.018
6;F6;39700000;48195074.139
6;F7;8800000;10326436.489
7;F1;0;0
7;F2;0;0
7;F3;0;0
7;F4;0;0
7;F5;-239800000;-255483657.4
7;F6;315900000;314819124.5
7;F7;100000;96331.237897
8;F1;0;0
8;F2;0;0
8;F3;97000000;111057402.86
8;F4;0;0
8;F5;26700000;30114553.799
8;F6;13900000;16645827.836
8;F7;6400000;7408430.8663
9;F1;0;0
9;F2;0;0
9;F3;0;0
9;F4;0;0
9;F5;125900000;139843648.36
9;F6;484200000;571040916.44
9;F7;461600000;526215822.98
10;F1;3300000;3911003.6625
10;F2;0;0
10;F3;0;0
10;F4;201000000;266287328.34
10;F5;41900000;49708553.838
10;F6;298600000;376125116.97
10;F7;382000000;465116295.68
11;F1;18379200000;20096309725
11;F2;0;0
11;F3;0;0
11;F4;0;0
11;F5;597500000;653989000.72
11;F6;4163000000;4837983382
11;F7;2146200000;2410925620.6
12;F1;9069300000;9840879835.5
12;F2;13200000;14522869.503
12;F3;0;0
12;F4;0;0
12;F5;68100000;73969059.269
12;F6;858600000;990191729.41
12;F7;244600000;272671987.29
13;F1;2623100000;2837651031.2
13;F2;0;0
13;F3;0;0
13;F4;0;0
13;F5;177500000;192214133.6
13;F6;2599400000;2988721876.7
13;F7;1783800000;1982504618.7
14;F1;1526500000;1658626052
14;F2;0;0
14;F3;0;0
14;F4;0;0
14;F5;90100000;97998468.261
14;F6;486700000;562058176.15
14;F7;196400000;219238623.8
15;F1;33080500000;36088469954
15;F2;2300000;2544149.2401
15;F3;0;0
15;F4;0;0
15;F5;373900000;408314396.19
15;F6;9158700000;10619363520
15;F7;3677800000;4122004132.7
16;F1;7840000000;8579582894.2
16;F2;0;0
16;F3;0;0
16;F4;0;0
16;F5;263600000;288760869.34
16;F6;2096800000;2438795413.3
16;F7;1563300000;1757585049.8
17;F1;4675600000;5119306014.1
17;F2;0;0
17;F3;0;0
17;F4;0;0
17;F5;113200000;124068916.79
17;F6;184400000;214586752.5
17;F7;78000000;87738913.797
18;F1;13307600000;14865865032
18;F2;0;0
18;F3;0;0
18;F4;0;0
18;F5;70600000;78947425.285
18;F6;183500000;217868661.54
18;F7;47000000;53940158.091
19;F1;2968300000;3310094362.6
19;F2;0;0
19;F3;1000000;1133146.3722
19;F4;20500000;25554453.859
19;F5;52600000;58716633.762
19;F6;2099300000;2488143006.8
19;F7;1540200000;1764548547.6
20;F1;22044100000;23930304896
20;F2;0;0
20;F3;0;0
20;F4;0;0
20;F5;270000000;293401578.77
20;F6;7922400000;9140729880.4
20;F7;4126600000;4602270525.3
21;F1;8585700000;9116009237.7
21;F2;0;0
21;F3;0;0
21;F4;4200000;4984923.4993
21;F5;106800000;113512352.06
21;F6;3214800000;3627866159.4
21;F7;1114600000;1215827594.3
22;F1;550600000;593348729.1
22;F2;6800000;7430209.6016
22;F3;0;0
22;F4;45600000;54931165.317
22;F5;4000000;4314958.5033
22;F6;1052100000;1205033386.7
22;F7;472800000;523449979.59
23;F1;10300000;11374084.717
23;F2;0;0
23;F3;0;0
23;F4;0;0
23;F5;45100000;49853838.05
23;F6;1749100000;2052873191.9
23;F7;971900000;1102617106.4
24;F1;4430500000;4831542342.3
24;F2;0;0
24;F3;21800000;24156998.526
24;F4;0;0
24;F5;57200000;62441294.862
24;F6;1045500000;1211784340.2
24;F7;341800000;382938487.25
25;F1;900000;927550.73798
25;F2;5800000;6060961.1799
25;F3;0;0
25;F4;0;0
25;F5;8800000;9078637.1904
25;F6;37700000;41295693.676
25;F7;28800000;30493801.121
26;F1;24222300000;27860503351
26;F2;0;0
26;F3;0;0
26;F4;0;0
26;F5;993800000;1144235440.1
26;F6;5500100000;6723763280.9
26;F7;6900900000;8154610533.6
27;F1;402100000;438928399.36
27;F2;0;0
27;F3;0;0
