R_PRODUCTO,C_RAMA,VALOR
2,33,0.0
2,34,0.0
2,35,0.0
2,36,0.0
2,37,0.0
2,38,55400000.0
2,39,45900000.0
2,40,0.0
2,41,0.0
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0
2,46,0.0
2,47,7300000.0
2,48,11300000.0
2,49,0.0
2,50,0.0
2,51,0.0
2,52,0.0
2,53,0.0
2,54,0.0
2,55,0.0
2,56,0.0
2,57,0.0
2,58,0.0
2,59,0.0
2,60,0.0
2,61,14300000.0
2,62,0.0
2,63,0.0
2,64,9600000.0
2,65,0.0
2,66,0.0
2,67,0.0
2,68,0.0
2,69,0.0
2,70,0.0
2,71,21000000.0
2,72,26500000.0
2,73,15500000.0
2,74,7700000.0
2,75,1300000.0
2,76,28900000.0
2,77,0.0
2,78,0.0
2,79,0.0
3,1,500400000.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,27200000.0
3,6,1500000.0
3,7,25400000.0
3,8,13300000.0
3,9,2900000.0
3,10,14600000.0
3,11,0.0
3,12,20800000.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,21900000.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0
3,32,0.0
3,33,0.0
3,34,5100000.0
3,35,2500000.0
3,36,5100000.0
3,37,0.0
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,0.0
3,46,0.0
3,47,0.0
3,48,0.0
3,49,0.0
3,50,0.0
3,51,0.0
3,52,0.0
3,53,0.0
3,54,0.0
3,55,0.0
3,56,0.0
3,57,0.0
3,58,0.0
3,59,0.0
3,60,0.0
3,61,0.0
3,62,0.0
3,63,0.0
3,64,0.0
3,65,0.0
3,66,0.0
3,67,0.0
3,68,0.0
3,69,0.0
3,70,0.0
3,71,200000.0
3,72,0.0
3,73,0.0
3,74,0.0
3,75,0.0
3,76,0.0
3,77,0.0
3,78,0.0
3,79,0.0
4,1,6700000.0
4,2,874300000.0
4,3,0.0
4,4,800000.0
4,5,0.0
4,6,800000.0
4,7,2800000.0
4,8,24200000.0
4,9,0.0
4,10,1200000.0
4,11,0.0
4,12,0.0
4,13,78800000.0
4,14,235000000.0
4,15,0.0
4,16,0.0
4,17,3000000.0
4,18,7600000.0
4,19,37100000.0
4,20,0.0
4,21,0.0
4,22,2300000.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,15200000.0
4,29,6300000.0
4,30,0.0
4,31,38800000.0
4,32,0.0
4,33,3600000.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,4300000.0
4,39,700000.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,13100000.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,900000.0
4,70,0.0
4,71,36600000.0
4,72,0.0
4,73,0.0
4,74,0.0
4,75,200000.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
5,1,0.0
5,2,0.0
5,3,45400000.0
5,4,0.0
5,5,4300000.0
5,6,2800000.0
5,7,230900000.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,800000.0
5,39,200000.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,2900000.0
5,48,1500000.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
5,71,9600000.0
5,72,28300000.0
5,73,8000000.0
5,74,13200000.0
5,75,200000.0
5,76,0.0
5,77,0.0
5,78,0.0
5,79,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,3000000.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,10900000.0
6,17,63500000.0
6,18,0.0
6,19,0.0
6,20,13400000.0
6,21,151900000.0
6,22,2700000.0
6,23,0.0
6,24,900000.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,990300000.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,14900000.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,900000.0
6,54,300000.0
6,55,300000.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,16399999.999999998
6,72,500000.0
6,73,0.0
6,74,0.0
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,100000.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,16911599999.999998
7,17,121900000.0
7,18,0.0
7,19,0.0
7,20,2100000.0
7,21,0.0
7,22,2800000.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,200000.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,98600000.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
7,71,0.0
7,72,0.0
7,73,0.0
7,74,0.0
7,75,0.0
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,600000.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,7600000.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,5037500000.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,21000000.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
8,71,0.0
8,72,0.0
8,73,0.0
8,74,0.0
8,75,0.0
8,76,0.0
8,77,0.0
8,78,0.0
8,79,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,2400000.0
9,5,0.0
9,6,0.0
9,7,13800000.0
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,2400000.0
9,15,600000.0
9,16,0.0
9,17,140900000.0
9,18,0.0
9,19,0.0
9,20,139200000.0
9,21,2197900000.0
9,22,0.0
9,23,0.0
9,24,380700000.0
9,25,800000.0
9,26,18600000.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
9,31,0.0
9,32,0.0
9,33,800000.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,111700000.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.0
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,0.0
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,38000000.0
9,60,0.0
9,61,1200000.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
9,71,700000.0
9,72,0.0
9,73,0.0
9,74,0.0
9,75,0.0
9,76,0.0
9,77,0.0
9,78,0.0
9,79,0.0
10,1,0.0
10,2,0.0
10,3,3900000.0
10,4,62600000.0
10,5,35400000.0
10,6,7600000.0
10,7,52400000.0
10,8,1500000.0
10,9,0.0
10,10,2300000.0
10,11,0.0
10,12,400000.0
10,13,900000.0
10,14,79500000.0
10,15,0.0
10,16,0.0
10,17,247200000.0
10,18,4500000.0
10,19,900000.0
10,20,1100500000.0
10,21,4800000.0
10,22,119200000.0
10,23,1400000.0
10,24,73400000.0
10,25,10300000.0
10,26,82600000.0
10,27,0.0
10,28,1200000.0
10,29,6600000.0
10,30,6900000.0
10,31,0.0
10,32,10100000.0
10,33,42400000.0
10,34,309200000.0
10,35,94800000.0
10,36,269500000.0
10,37,0.0
10,38,38900000.0
10,39,2400000.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,2600000.0
10,46,0.0
10,47,6900000.0
10,48,23000000.0
10,49,0.0
10,50,100000.0
10,51,0.0
10,52,0.0
10,53,200000.0
10,54,0.0
10,55,100000.0
10,56,200000.0
10,57,0.0
10,58,0.0
10,59,0.0
10,60,0.0
10,61,700000.0
10,62,0.0
10,63,0.0
10,64,0.0
10,65,0.0
10,66,0.0
10,67,0.0
10,68,0.0
10,69,900000.0
10,70,0.0
10,71,8500000.0
10,72,0.0
10,73,0.0
10,74,0.0
10,75,1100000.0
10,76,3900000.0
10,77,0.0
10,78,0.0
10,79,800000.0
11,1,5100000.0
11,2,0.0
11,3,5200000.0
11,4,0.0
11,5,4622000000.0
11,6,31200000.0
11,7,1401100000.0
11,8,31100000.0
11,9,0.0
11,10,8500000.0
11,11,5100000.0
11,12,214800000.0
11,13,0.0
11,14,9400000.0
11,15,0.0
11,16,0.0
11,17,28700000.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,2200000.0
11,29,800000.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,830400000.0
11,39,683700000.0
11,40,0.0
11,41,0.0
11,42,0.0
11,43,0.0
11,44,0.0
11,45,0.0
11,46,0.0
11,47,28200000.0
11,48,4337600000.0
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,0.0
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,0.0
11,59,0.0
11,60,0.0
11,61,200000.0
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
11,71,63300000.0
11,72,134800000.0
11,73,149700000.0
11,74,45900000.0
11,75,3100000.0
11,76,0.0
11,77,2500000.0
11,78,0.0
11,79,300000.0
12,1,114900000.0
12,2,0.0
12,3,2600000.0
12,4,0.0
12,5,18900000.0
12,6,990900000.0
12,7,790400000.0
12,8,1600000.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,4099999.9999999995
12,18,700000.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,500000.0
12,30,36900000.0
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,0.0
12,36,0.0
12,37,0.0
12,38,12600000.0
12,39,1300000.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,0.0
12,45,0.0
12,46,0.0
12,47,0.0
12,48,70300000.0
12,49,0.0
12,50,400000.0
12,51,0.0
12,52,0.0
12,53,0.0
12,54,0.0
12,55,0.0
12,56,0.0
12,57,0.0
12,58,0.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
12,71,23200000.0
12,72,82500000.0
12,73,76000000.0
12,74,51000000.0
12,75,0.0
12,76,0.0
12,77,700000.0
12,78,0.0
12,79,0.0
13,1,0.0
13,2,0.0
13,3,3200000.0
13,4,0.0
13,5,223000000.0
13,6,29300000.0
13,7,7501300000.0
13,8,2300000.0
13,9,0.0
13,10,0.0
13,11,0.0
13,12,0.0
13,13,0.0
13,14,27900000.0
13,15,0.0
13,16,26400000.0
13,17,240700000.0
13,18,71000000.0
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
13,24,0.0
13,25,0.0
13,26,0.0
13,27,0.0
13,28,0.0
13,29,100000.0
13,30,0.0
13,31,518400000.0
13,32,0.0
13,33,0.0
13,34,1400000.0
13,35,300000.0
13,36,1700000.0
13,37,0.0
13,38,344400000.0
13,39,500000.0
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,0.0
13,46,0.0
13,47,5600000.0
13,48,604800000.0
13,49,0.0
13,50,900000.0
13,51,0.0
13,52,0.0
13,53,0.0
13,54,0.0
13,55,0.0
13,56,0.0
13,57,0.0
13,58,0.0
13,59,0.0
13,60,0.0
13,61,0.0
13,62,0.0
13,63,0.0
13,64,0.0
13,65,0.0
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
13,71,13300000.0
13,72,38700000.0
13,73,34000000.0
13,74,0.0
13,75,0.0
13,76,0.0
13,77,0.0
13,78,0.0
13,79,0.0
14,1,10535800000.0
14,2,0.0
14,3,164200000.0
14,4,0.0
14,5,101300000.0
14,6,8500000.0
14,7,1078500000.0
14,8,0.0
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0
14,13,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,2500000.0
14,18,9400000.0
14,19,0.0
14,20,0.0
14,21,0.0
14,22,0.0
14,23,0.0
14,24,0.0
14,25,0.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,28600000.0
14,39,8300000.000000001
14,40,0.0
14,41,0.0
14,42,0.0
14,43,0.0
14,44,0.0
14,45,0.0
14,46,0.0
14,47,0.0
14,48,0.0
14,49,0.0
14,50,0.0
14,51,0.0
14,52,0.0
14,53,3300000.0
14,54,0.0
14,55,800000.0
14,56,0.0
14,57,0.0
14,58,0.0
14,59,0.0
14,60,0.0
14,61,500000.0
14,62,0.0
14,63,0.0
14,64,27300000.0
14,65,0.0
14,66,0.0
14,67,0.0
14,68,0.0
14,69,0.0
14,70,0.0
14,71,2500000.0
14,72,0.0
14,73,0.0
14,74,0.0
14,75,1900000.0
14,76,700000.0
14,77,0.0
14,78,0.0
14,79,1200000.0
15,1,16500000.0
15,2,0.0
15,3,50400000.0
15,4,27900000.0
15,5,272900000.0
15,6,160500000.0
15,7,7195000000.0
15,8,2305100000.0
15,9,100000.0
15,10,600000.0
15,11,0.0
15,12,0.0
15,13,900000.0
15,14,35300000.0
15,15,0.0
15,16,0.0
15,17,26300000.0
15,18,340800000.0
15,19,0.0
15,20,0.0
15,21,0.0
15,22,0.0
15,23,0.0
15,24,0.0
15,25,0.0
15,26,0.0
15,27,0.0
15,28,0.0
15,29,700000.0
15,30,20400000.0
15,31,0.0
15,32,0.0
15,33,2400000.0
15,34,30200000.0
15,35,6200000.0
15,36,38600000.0
15,37,0.0
15,38,162500000.0
15,39,56000000.0
15,40,0.0
15,41,0.0
15,42,0.0
15,43,100000.0
15,44,0.0
15,45,11400000.0
15,46,200000.0
15,47,118900000.0
15,48,11058100000.0
15,49,0.0
15,50,1500000.0
15,51,0.0
15,52,0.0
15,53,0.0
15,54,0.0
15,55,0.0
15,56,0.0
15,57,0.0
15,58,0.0
15,59,34600000.0
15,60,0.0
15,61,200000.0
15,62,0.0
15,63,0.0
15,64,500000.0
15,65,0.0
15,66,0.0
15,67,0.0
15,68,0.0
15,69,0.0
15,70,0.0
15,71,370900000.0
15,72,171400000.0
15,73,257300000.0
15,74,374100000.0
15,75,800000.0
15,76,5400000.0
15,77,11400000.0
15,78,0.0
15,79,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,3600000.0
16,6,1800000.0
16,7,270400000.0
16,8,1332300000.0
16,9,0.0
16,10,0.0
16,11,0.0
16,12,500000.0
16,13,0.0
16,14,0.0
16,15,0.0
16,16,0.0
16,17,17000000.0
16,18,0.0
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0
16,23,0.0
16,24,0.0
16,25,0.0
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,0.0
16,31,0.0
16,32,0.0
16,33,0.0
16,34,0.0
16,35,0.0
16,36,0.0
16,37,0.0
16,38,29000000.0
16,39,300000.0
16,40,0.0
16,41,0.0
16,42,0.0
16,43,0.0
16,44,0.0
16,45,0.0
16,46,0.0
16,47,51500000.0
16,48,4107100000.0000005
16,49,0.0
16,50,0.0
16,51,0.0
16,52,0.0
16,53,0.0
16,54,0.0
16,55,0.0
16,56,0.0
16,57,0.0
16,58,0.0
16,59,0.0
16,60,0.0
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
16,71,200000.0
16,72,0.0
16,73,0.0
16,74,38100000.0
16,75,0.0
16,76,0.0
16,77,0.0
16,78,0.0
16,79,0.0
17,1,0.0
17,2,0.0
17,3,900000.0
17,4,0.0
17,5,0.0
17,6,800000.0
17,7,364700000.0
17,8,270700000.0
17,9,0.0
17,10,0.0
17,11,0.0
17,12,0.0
17,13,0.0
17,14,0.0
17,15,0.0
17,16,0.0
17,17,4900000.0
17,18,0.0
17,19,0.0
17,20,0.0
17,21,0.0
17,22,0.0
17,23,0.0
17,24,0.0
17,25,3100000.0
17,26,0.0
17,27,0.0
17,28,0.0
17,29,100000.0
17,30,0.0
17,31,0.0
17,32,120400000.0
17,33,0.0
17,34,0.0
17,35,0.0
17,36,0.0
17,37,0.0
17,38,0.0
17,39,0.0
17,40,0.0
17,41,0.0
17,42,0.0
17,43,0.0
17,44,0.0
17,45,0.0
17,46,0.0
17,47,53800000.0
17,48,2228400000.0
17,49,0.0
17,50,0.0
17,51,0.0
17,52,0.0
17,53,0.0
17,54,0.0
17,55,0.0
17,56,0.0
17,57,0.0
17,58,0.0
17,59,0.0
17,60,0.0
17,61,0.0
17,62,0.0
17,63,0.0
17,64,0.0
17,65,0.0
17,66,0.0
17,67,0.0
17,68,0.0
17,69,0.0
17,70,0.0
17,71,1800000.0
17,72,24200000.0
17,73,20100000.0
17,74,14800000.0
17,75,0.0
17,76,0.0
17,77,0.0
17,78,0.0
17,79,0.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,0.0
18,7,0.0
18,8,0.0
18,9,139700000.0
18,10,0.0
18,11,0.0
18,12,0.0
18,13,0.0
18,14,0.0
18,15,0.0
18,16,0.0
18,17,0.0
18,18,0.0
18,19,0.0
18,20,0.0
18,21,0.0
18,22,0.0
18,23,0.0
18,24,0.0
18,25,0.0
18,26,0.0
18,27,0.0
18,28,0.0
18,29,0.0
18,30,0.0
18,31,0.0
18,32,0.0
18,33,0.0
18,34,0.0
18,35,0.0
18,36,0.0
18,37,0.0
18,38,7600000.0
18,39,8199999.999999999
18,40,0.0
18,41,0.0
18,42,0.0
18,43,0.0
18,44,0.0
18,45,0.0
18,46,0.0
18,47,0.0
18,48,0.0
18,49,0.0
18,50,0.0
18,51,0.0
18,52,0.0
18,53,4900000.0
18,54,300000.0
18,55,1300000.0
18,56,0.0
18,57,0.0
18,58,0.0
18,59,0.0
18,60,0.0
18,61,0.0
18,62,0.0
18,63,0.0
18,64,0.0
18,65,0.0
18,66,0.0
18,67,0.0
18,68,0.0
18,69,0.0
18,70,0.0
18,71,0.0
18,72,0.0
18,73,0.0
18,74,0.0
18,75,0.0
18,76,0.0
18,77,0.0
18,78,0.0
18,79,0.0
19,1,3800000.0
19,2,0.0
19,3,32900000.0
19,4,500000.0
19,5,10400000.0
19,6,5700000.0
19,7,25700000.0
19,8,1500000.0
19,9,1200000.0
19,10,1636600000.0
19,11,1462200000.0
19,12,233800000.0
19,13,900000.0
19,14,65300000.0
19,15,2100000.0
19,16,100000.0
19,17,140100000.0
19,18,85100000.0
19,19,239500000.0
19,20,22800000.0
19,21,21100000.0
19,22,42100000.0
19,23,0.0
19,24,14900000.0
19,25,1700000.0
19,26,480100000.0
19,27,3100000.0
19,28,260100000.00000003
19,29,108600000.0
19,30,7800000.0
19,31,0.0
19,32,2900000.0
19,33,2700000.0
19,34,1000000.0
19,35,300000.0
19,36,1700000.0
19,37,14000000.0
19,38,216500000.0
19,39,77700000.0
19,40,0.0
19,41,700000.0
19,42,35800000.0
19,43,1100000.0
19,44,0.0
19,45,77400000.0
19,46,1200000.0
19,47,563000000.0
19,48,329900000.0
19,49,1300000.0
19,50,1300000.0
19,51,400000.0
19,52,2100000.0
19,53,3100000.0
19,54,200000.0
19,55,800000.0
19,56,14400000.0
19,57,0.0
19,58,600000.0
19,59,300000.0
19,60,51400000.0
19,61,700000.0
19,62,65200000.0
19,63,143100000.0
19,64,6000000.0
19,65,16800000.0
19,66,600000.0
19,67,1300000.0
19,68,0.0
19,69,52000000.0
19,70,66200000.0
19,71,103700000.0
19,72,16399999.999999998
19,73,42800000.0
19,74,9600000.0
19,75,10700000.0
19,76,14700000.0
19,77,23000000.0
19,78,400000.0
19,79,20800000.0
20,1,10000000.0
20,2,0.0
20,3,12500000.0
20,4,600000.0
20,5,8199999.999999999
20,6,0.0
20,7,6900000.0
20,8,0.0
20,9,0.0
20,10,22200000.0
20,11,882900000.0
20,12,11200000.0
20,13,300000.0
20,14,6100000.0
20,15,1400000.0
20,16,0.0
20,17,0.0
20,18,1100000.0
20,19,800000.0
20,20,600000.0
20,21,1500000.0
20,22,2600000.0
20,23,0.0
20,24,2500000.0
20,25,9500000.0
20,26,163500000.0
20,27,1400000.0
20,28,3000000.0
20,29,6000000.0
20,30,5400000.0
20,31,0.0
20,32,7100000.0
20,33,53800000.0
20,34,86200000.0
20,35,19600000.0
20,36,114200000.0
20,37,30200000.0
20,38,1300000.0
20,39,4900000.0
20,40,0.0
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
20,45,300000.0
20,46,100000.0
20,47,17600000.0
20,48,12000000.0
20,49,0.0
20,50,0.0
20,51,0.0
20,52,0.0
20,53,2500000.0
20,54,700000.0
20,55,800000.0
20,56,0.0
20,57,0.0
20,58,0.0
20,59,0.0
20,60,0.0
20,61,0.0
20,62,300000.0
20,63,0.0
20,64,0.0
20,65,0.0
20,66,0.0
20,67,0.0
20,68,0.0
20,69,0.0
20,70,0.0
20,71,139000000.0
20,72,32799999.999999996
20,73,80100000.0
20,74,34700000.0
20,75,200000.0
20,76,0.0
20,77,5800000.0
20,78,0.0
20,79,50300000.0
21,1,0.0
21,2,0.0
21,3,9800000.0
21,4,300000.0
21,5,0.0
21,6,0.0
21,7,0.0
21,8,0.0
21,9,0.0
21,10,700000.0
21,11,15900000.0
21,12,1347800000.0
21,13,200000.0
21,14,0.0
21,15,200000.0
21,16,0.0
21,17,0.0
21,18,500000.0
21,19,25100000.0
21,20,1700000.0
21,21,0.0
21,22,4700000.0
21,23,0.0
21,24,0.0
21,25,700000.0
21,26,31800000.0
21,27,400000.0
21,28,10100000.0
21,29,7600000.0
21,30,1900000.0
21,31,0.0
21,32,200000.0
21,33,5600000.0
21,34,6800000.0
21,35,1600000.0
21,36,9100000.0
21,37,0.0
21,38,26700000.0
21,39,2700000.0
21,40,0.0
21,41,0.0
21,42,0.0
21,43,0.0
21,44,0.0
21,45,0.0
21,46,1000000.0
21,47,400000.0
21,48,10500000.0
21,49,400000.0
