R_PRODUCTO;C_AGREGADO;VALOR;VALOR_C
107;F4;180800000;214276709.33
107;F5;0;0
107;F6;0;0
107;F7;0;0
108;F1;13173100000;14619486755
108;F2;54200000;53886865.341
108;F3;43000000;47439023.472
108;F4;0;0
108;F5;0;0
108;F6;47100000;54012308.954
108;F7;7100000;8044145.2613
